"iter" "posterior" "prior" "likelihood" "acceptance" "beta" "gamma"
"5847" 5847 -81.2931759587361 -5.62294078976149 -75.6702351689746 0.164870873952454 0.00223164623146961 0.492867802640985
"5848" 5848 -81.2931759587361 -5.62294078976149 -75.6702351689746 0.16484268125855 0.00223164623146961 0.492867802640985
"5849" 5849 -81.2931759587361 -5.62294078976149 -75.6702351689746 0.164814498204821 0.00223164623146961 0.492867802640985
"5850" 5850 -79.4144894609475 -5.47808944027109 -73.9364000206764 0.164957264957265 0.0022582516641529 0.471585951965966
"5851" 5851 -79.4144894609475 -5.47808944027109 -73.9364000206764 0.164929071953512 0.0022582516641529 0.471585951965966
"5852" 5852 -79.4144894609475 -5.47808944027109 -73.9364000206764 0.164900888585099 0.0022582516641529 0.471585951965966
"5853" 5853 -79.4144894609475 -5.47808944027109 -73.9364000206764 0.164872714847087 0.0022582516641529 0.471585951965966
"5854" 5854 -79.4144894609475 -5.47808944027109 -73.9364000206764 0.16484455073454 0.0022582516641529 0.471585951965966
"5855" 5855 -79.4144894609475 -5.47808944027109 -73.9364000206764 0.164816396242528 0.0022582516641529 0.471585951965966
"5856" 5856 -79.4144894609475 -5.47808944027109 -73.9364000206764 0.16478825136612 0.0022582516641529 0.471585951965966
"5857" 5857 -79.4144894609475 -5.47808944027109 -73.9364000206764 0.164760116100393 0.0022582516641529 0.471585951965966
"5858" 5858 -79.4144894609475 -5.47808944027109 -73.9364000206764 0.164731990440423 0.0022582516641529 0.471585951965966
"5859" 5859 -83.3888823591385 -5.30188982715359 -78.0869925319849 0.164874551971326 0.00224295930471184 0.445355936284043
"5860" 5860 -83.3888823591385 -5.30188982715359 -78.0869925319849 0.164846416382253 0.00224295930471184 0.445355936284043
"5861" 5861 -83.3888823591385 -5.30188982715359 -78.0869925319849 0.164818290394131 0.00224295930471184 0.445355936284043
"5862" 5862 -83.3888823591385 -5.30188982715359 -78.0869925319849 0.164790174002047 0.00224295930471184 0.445355936284043
"5863" 5863 -83.3888823591385 -5.30188982715359 -78.0869925319849 0.164762067201092 0.00224295930471184 0.445355936284043
"5864" 5864 -84.020393615566 -5.50762465208766 -78.5127689634784 0.164904502046385 0.00233142192092712 0.475942615965431
"5865" 5865 -85.7500031628704 -5.64945130616479 -80.1005518567056 0.165046888320546 0.00233532441722078 0.49674228763447
"5866" 5866 -84.4175629098042 -5.75050628945218 -78.6670566203521 0.165189226048415 0.00226582363329505 0.511465776382602
"5867" 5867 -80.3767873448385 -5.47972309495543 -74.8970642498831 0.165331515254815 0.00221960132243983 0.471827187843576
"5868" 5868 -80.3767873448385 -5.47972309495543 -74.8970642498831 0.165303340149966 0.00221960132243983 0.471827187843576
"5869" 5869 -80.3767873448385 -5.47972309495543 -74.8970642498831 0.165275174646447 0.00221960132243983 0.471827187843576
"5870" 5870 -80.3767873448385 -5.47972309495543 -74.8970642498831 0.165247018739353 0.00221960132243983 0.471827187843576
"5871" 5871 -80.3767873448385 -5.47972309495543 -74.8970642498831 0.165218872423778 0.00221960132243983 0.471827187843576
"5872" 5872 -80.3767873448385 -5.47972309495543 -74.8970642498831 0.165190735694823 0.00221960132243983 0.471827187843576
"5873" 5873 -80.3767873448385 -5.47972309495543 -74.8970642498831 0.165162608547591 0.00221960132243983 0.471827187843576
"5874" 5874 -79.9776003070231 -5.58947164451708 -74.388128662506 0.165304732720463 0.00225861617356407 0.487968123700529
"5875" 5875 -80.5267363097832 -5.42941428543984 -75.0973220243433 0.165446808510638 0.00228035767414504 0.46438341046923
"5876" 5876 -80.5267363097832 -5.42941428543984 -75.0973220243433 0.165418652144316 0.00228035767414504 0.46438341046923
"5877" 5877 -80.5267363097832 -5.42941428543984 -75.0973220243433 0.165390505359877 0.00228035767414504 0.46438341046923
"5878" 5878 -80.5267363097832 -5.42941428543984 -75.0973220243433 0.165362368152433 0.00228035767414504 0.46438341046923
"5879" 5879 -80.5267363097832 -5.42941428543984 -75.0973220243433 0.165334240517095 0.00228035767414504 0.46438341046923
"5880" 5880 -80.5267363097832 -5.42941428543984 -75.0973220243433 0.16530612244898 0.00228035767414504 0.46438341046923
"5881" 5881 -79.5320559603196 -5.55113900832889 -73.9809169519907 0.165448053052202 0.00225757235033571 0.482344217044929
"5882" 5882 -79.5320559603196 -5.55113900832889 -73.9809169519907 0.165419925195512 0.00225757235033571 0.482344217044929
"5883" 5883 -79.5320559603196 -5.55113900832889 -73.9809169519907 0.165391806901241 0.00225757235033571 0.482344217044929
"5884" 5884 -79.5320559603196 -5.55113900832889 -73.9809169519907 0.165363698164514 0.00225757235033571 0.482344217044929
"5885" 5885 -81.1071723314421 -5.55088618444535 -75.5562861469967 0.165505522514868 0.00221445106133539 0.482307078307551
"5886" 5886 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165647298674822 0.00227050253156147 0.494605011064693
"5887" 5887 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165619160862918 0.00227050253156147 0.494605011064693
"5888" 5888 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165591032608696 0.00227050253156147 0.494605011064693
"5889" 5889 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165562913907285 0.00227050253156147 0.494605011064693
"5890" 5890 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.16553480475382 0.00227050253156147 0.494605011064693
"5891" 5891 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165506705143439 0.00227050253156147 0.494605011064693
"5892" 5892 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165478615071283 0.00227050253156147 0.494605011064693
"5893" 5893 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165450534532496 0.00227050253156147 0.494605011064693
"5894" 5894 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165422463522226 0.00227050253156147 0.494605011064693
"5895" 5895 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165394402035623 0.00227050253156147 0.494605011064693
"5896" 5896 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165366350067843 0.00227050253156147 0.494605011064693
"5897" 5897 -80.9053129701955 -5.63482268420606 -75.2704902859894 0.165338307614041 0.00227050253156147 0.494605011064693
"5898" 5898 -80.8985846609484 -5.63363568147569 -75.2649489794727 0.16547982366904 0.00224977572959023 0.494431514214445
"5899" 5899 -80.8985846609484 -5.63363568147569 -75.2649489794727 0.165451771486693 0.00224977572959023 0.494431514214445
"5900" 5900 -80.8985846609484 -5.63363568147569 -75.2649489794727 0.165423728813559 0.00224977572959023 0.494431514214445
"5901" 5901 -80.8985846609484 -5.63363568147569 -75.2649489794727 0.165395695644806 0.00224977572959023 0.494431514214445
"5902" 5902 -80.8985846609484 -5.63363568147569 -75.2649489794727 0.165367671975601 0.00224977572959023 0.494431514214445
"5903" 5903 -80.8985846609484 -5.63363568147569 -75.2649489794727 0.165339657801118 0.00224977572959023 0.494431514214445
"5904" 5904 -80.8985846609484 -5.63363568147569 -75.2649489794727 0.165311653116531 0.00224977572959023 0.494431514214445
"5905" 5905 -80.8985846609484 -5.63363568147569 -75.2649489794727 0.165283657917019 0.00224977572959023 0.494431514214445
"5906" 5906 -80.8985846609484 -5.63363568147569 -75.2649489794727 0.165255672197765 0.00224977572959023 0.494431514214445
"5907" 5907 -80.7878810197579 -5.41402347209054 -75.3738575476674 0.165396986626037 0.00222215957481923 0.462099701851112
"5908" 5908 -80.7878810197579 -5.41402347209054 -75.3738575476674 0.165368991198375 0.00222215957481923 0.462099701851112
"5909" 5909 -80.7878810197579 -5.41402347209054 -75.3738575476674 0.165341005246235 0.00222215957481923 0.462099701851112
"5910" 5910 -80.7878810197579 -5.41402347209054 -75.3738575476674 0.165313028764805 0.00222215957481923 0.462099701851112
"5911" 5911 -79.9294334812674 -5.43351406435572 -74.4959194169117 0.165454237861614 0.00223919160199323 0.464991211806351
"5912" 5912 -79.9294334812674 -5.43351406435572 -74.4959194169117 0.165426251691475 0.00223919160199323 0.464991211806351
"5913" 5913 -79.9294334812674 -5.43351406435572 -74.4959194169117 0.165398274987316 0.00223919160199323 0.464991211806351
"5914" 5914 -79.344323083018 -5.51105809430676 -73.8332649887112 0.165539398038553 0.00225207160543469 0.476448445706531
"5915" 5915 -79.344323083018 -5.51105809430676 -73.8332649887112 0.165511411665258 0.00225207160543469 0.476448445706531
"5916" 5916 -79.344323083018 -5.51105809430676 -73.8332649887112 0.165483434753212 0.00225207160543469 0.476448445706531
"5917" 5917 -79.344323083018 -5.51105809430676 -73.8332649887112 0.165455467297617 0.00225207160543469 0.476448445706531
"5918" 5918 -79.344323083018 -5.51105809430676 -73.8332649887112 0.16542750929368 0.00225207160543469 0.476448445706531
"5919" 5919 -79.344323083018 -5.51105809430676 -73.8332649887112 0.165399560736611 0.00225207160543469 0.476448445706531
"5920" 5920 -79.344323083018 -5.51105809430676 -73.8332649887112 0.165371621621622 0.00225207160543469 0.476448445706531
"5921" 5921 -79.344323083018 -5.51105809430676 -73.8332649887112 0.165343691943928 0.00225207160543469 0.476448445706531
"5922" 5922 -79.344323083018 -5.51105809430676 -73.8332649887112 0.16531577169875 0.00225207160543469 0.476448445706531
"5923" 5923 -80.2635371161791 -5.59773987127336 -74.6657972449057 0.165456694242782 0.0022723735316866 0.48917943167504
"5924" 5924 -80.2635371161791 -5.59773987127336 -74.6657972449057 0.165428764348413 0.0022723735316866 0.48917943167504
"5925" 5925 -80.2635371161791 -5.59773987127336 -74.6657972449057 0.165400843881857 0.0022723735316866 0.48917943167504
"5926" 5926 -80.2635371161791 -5.59773987127336 -74.6657972449057 0.16537293283834 0.0022723735316866 0.48917943167504
"5927" 5927 -80.2635371161791 -5.59773987127336 -74.6657972449057 0.165345031213093 0.0022723735316866 0.48917943167504
"5928" 5928 -80.2635371161791 -5.59773987127336 -74.6657972449057 0.16531713900135 0.0022723735316866 0.48917943167504
"5929" 5929 -81.12702839691 -5.6476499752385 -75.4793784216715 0.165457918704672 0.00226431772174514 0.496479197517824
"5930" 5930 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.165598650927487 0.00222443692724739 0.47704181365911
"5931" 5931 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.165570730062384 0.00222443692724739 0.47704181365911
"5932" 5932 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.165542818610924 0.00222443692724739 0.47704181365911
"5933" 5933 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.165514916568347 0.00222443692724739 0.47704181365911
"5934" 5934 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.165487023929896 0.00222443692724739 0.47704181365911
"5935" 5935 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.165459140690817 0.00222443692724739 0.47704181365911
"5936" 5936 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.165431266846361 0.00222443692724739 0.47704181365911
"5937" 5937 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.16540340239178 0.00222443692724739 0.47704181365911
"5938" 5938 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.165375547322331 0.00222443692724739 0.47704181365911
"5939" 5939 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.165347701633272 0.00222443692724739 0.47704181365911
"5940" 5940 -80.1576070906006 -5.51508682275626 -74.6425202678443 0.165319865319865 0.00222443692724739 0.47704181365911
"5941" 5941 -80.5390253870898 -5.56763646411361 -74.9713889229762 0.165460360208719 0.00222648511630306 0.484766291751365
"5942" 5942 -80.5390253870898 -5.56763646411361 -74.9713889229762 0.165432514304948 0.00222648511630306 0.484766291751365
"5943" 5943 -80.5390253870898 -5.56763646411361 -74.9713889229762 0.165404677772169 0.00222648511630306 0.484766291751365
"5944" 5944 -80.045176498103 -5.52871458640616 -74.5164619116969 0.165545087483176 0.00228377786616324 0.479047693464098
"5945" 5945 -80.045176498103 -5.52871458640616 -74.5164619116969 0.16551724137931 0.00228377786616324 0.479047693464098
"5946" 5946 -80.045176498103 -5.52871458640616 -74.5164619116969 0.165489404641776 0.00228377786616324 0.479047693464098
"5947" 5947 -80.045176498103 -5.52871458640616 -74.5164619116969 0.165461577265848 0.00228377786616324 0.479047693464098
"5948" 5948 -80.045176498103 -5.52871458640616 -74.5164619116969 0.165433759246806 0.00228377786616324 0.479047693464098
"5949" 5949 -81.4303547895636 -5.61737299060367 -75.8129817989599 0.165574046058161 0.00229355157656633 0.492053363052189
"5950" 5950 -81.4303547895636 -5.61737299060367 -75.8129817989599 0.165546218487395 0.00229355157656633 0.492053363052189
"5951" 5951 -81.4303547895636 -5.61737299060367 -75.8129817989599 0.165518400268862 0.00229355157656633 0.492053363052189
"5952" 5952 -81.4303547895636 -5.61737299060367 -75.8129817989599 0.165490591397849 0.00229355157656633 0.492053363052189
"5953" 5953 -81.4303547895636 -5.61737299060367 -75.8129817989599 0.165462791869646 0.00229355157656633 0.492053363052189
"5954" 5954 -81.4303547895636 -5.61737299060367 -75.8129817989599 0.165435001679543 0.00229355157656633 0.492053363052189
"5955" 5955 -80.3472296514459 -5.60808090507505 -74.7391487463709 0.165575146935348 0.0022679629110578 0.490693576583986
"5956" 5956 -80.3472296514459 -5.60808090507505 -74.7391487463709 0.165547347212895 0.0022679629110578 0.490693576583986
"5957" 5957 -80.3472296514459 -5.60808090507505 -74.7391487463709 0.165519556823905 0.0022679629110578 0.490693576583986
"5958" 5958 -80.3472296514459 -5.60808090507505 -74.7391487463709 0.165491775763679 0.0022679629110578 0.490693576583986
"5959" 5959 -80.3472296514459 -5.60808090507505 -74.7391487463709 0.165464004027521 0.0022679629110578 0.490693576583986
"5960" 5960 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165604026845638 0.00224581991993959 0.476593181690417
"5961" 5961 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165576245596376 0.00224581991993959 0.476593181690417
"5962" 5962 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165548473666555 0.00224581991993959 0.476593181690417
"5963" 5963 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165520711051484 0.00224581991993959 0.476593181690417
"5964" 5964 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165492957746479 0.00224581991993959 0.476593181690417
"5965" 5965 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165465213746857 0.00224581991993959 0.476593181690417
"5966" 5966 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165437479047938 0.00224581991993959 0.476593181690417
"5967" 5967 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165409753645048 0.00224581991993959 0.476593181690417
"5968" 5968 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165382037533512 0.00224581991993959 0.476593181690417
"5969" 5969 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165354330708661 0.00224581991993959 0.476593181690417
"5970" 5970 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165326633165829 0.00224581991993959 0.476593181690417
"5971" 5971 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165298944900352 0.00224581991993959 0.476593181690417
"5972" 5972 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165271265907569 0.00224581991993959 0.476593181690417
"5973" 5973 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165243596182823 0.00224581991993959 0.476593181690417
"5974" 5974 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.16521593572146 0.00224581991993959 0.476593181690417
"5975" 5975 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165188284518828 0.00224581991993959 0.476593181690417
"5976" 5976 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165160642570281 0.00224581991993959 0.476593181690417
"5977" 5977 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165133009871173 0.00224581991993959 0.476593181690417
"5978" 5978 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165105386416862 0.00224581991993959 0.476593181690417
"5979" 5979 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165077772202709 0.00224581991993959 0.476593181690417
"5980" 5980 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.16505016722408 0.00224581991993959 0.476593181690417
"5981" 5981 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.165022571476342 0.00224581991993959 0.476593181690417
"5982" 5982 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.164994984954865 0.00224581991993959 0.476593181690417
"5983" 5983 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.164967407655023 0.00224581991993959 0.476593181690417
"5984" 5984 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.164939839572193 0.00224581991993959 0.476593181690417
"5985" 5985 -79.4098280712138 -5.51204068402061 -73.8977873871932 0.164912280701754 0.00224581991993959 0.476593181690417
"5986" 5986 -80.4202554966448 -5.60746703491695 -74.8127884617279 0.165051787504176 0.00227242059095302 0.490603718509527
"5987" 5987 -80.4202554966448 -5.60746703491695 -74.8127884617279 0.165024219141473 0.00227242059095302 0.490603718509527
"5988" 5988 -82.5771905913223 -5.38678345189804 -77.1904071394243 0.165163660654643 0.00229961258088972 0.458049813174195
"5989" 5989 -82.5771905913223 -5.38678345189804 -77.1904071394243 0.165136082818501 0.00229961258088972 0.458049813174195
"5990" 5990 -82.5771905913223 -5.38678345189804 -77.1904071394243 0.165108514190317 0.00229961258088972 0.458049813174195
"5991" 5991 -82.5771905913223 -5.38678345189804 -77.1904071394243 0.165080954765482 0.00229961258088972 0.458049813174195
"5992" 5992 -80.6629913523649 -5.43309384722593 -75.2298975051389 0.165220293724967 0.0022197349721643 0.464928923767445
"5993" 5993 -80.6629913523649 -5.43309384722593 -75.2298975051389 0.165192724845653 0.0022197349721643 0.464928923767445
"5994" 5994 -80.6629913523649 -5.43309384722593 -75.2298975051389 0.165165165165165 0.0022197349721643 0.464928923767445
"5995" 5995 -79.8197732797869 -5.46192458290275 -74.3578486968841 0.165304420350292 0.00223328467026768 0.469197245774189
"5996" 5996 -79.8197732797869 -5.46192458290275 -74.3578486968841 0.165276851234156 0.00223328467026768 0.469197245774189
"5997" 5997 -79.8197732797869 -5.46192458290275 -74.3578486968841 0.165249291312323 0.00223328467026768 0.469197245774189
"5998" 5998 -79.8197732797869 -5.46192458290275 -74.3578486968841 0.165221740580193 0.00223328467026768 0.469197245774189
"5999" 5999 -79.8197732797869 -5.46192458290275 -74.3578486968841 0.165194199033172 0.00223328467026768 0.469197245774189
"6000" 6000 -79.8197732797869 -5.46192458290275 -74.3578486968841 0.165166666666667 0.00223328467026768 0.469197245774189
"6001" 6001 -79.8197732797869 -5.46192458290275 -74.3578486968841 0.165139143476087 0.00223328467026768 0.469197245774189
"6002" 6002 -80.3915400986951 -5.41278622365628 -74.9787538750389 0.165278240586471 0.00223276396586797 0.461915978866771
"6003" 6003 -80.3915400986951 -5.41278622365628 -74.9787538750389 0.165250707979344 0.00223276396586797 0.461915978866771
"6004" 6004 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165389740173218 0.00226016386976925 0.474125068003151
"6005" 6005 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165362198168193 0.00226016386976925 0.474125068003151
"6006" 6006 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165334665334665 0.00226016386976925 0.474125068003151
"6007" 6007 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165307141668054 0.00226016386976925 0.474125068003151
"6008" 6008 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165279627163782 0.00226016386976925 0.474125068003151
"6009" 6009 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165252121817274 0.00226016386976925 0.474125068003151
"6010" 6010 -79.369840115034 -5.49529482719418 -73.8745452878398 0.16522462562396 0.00226016386976925 0.474125068003151
"6011" 6011 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165197138579271 0.00226016386976925 0.474125068003151
"6012" 6012 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165169660678643 0.00226016386976925 0.474125068003151
"6013" 6013 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165142191917512 0.00226016386976925 0.474125068003151
"6014" 6014 -79.369840115034 -5.49529482719418 -73.8745452878398 0.16511473229132 0.00226016386976925 0.474125068003151
"6015" 6015 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165087281795511 0.00226016386976925 0.474125068003151
"6016" 6016 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165059840425532 0.00226016386976925 0.474125068003151
"6017" 6017 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165032408176832 0.00226016386976925 0.474125068003151
"6018" 6018 -79.369840115034 -5.49529482719418 -73.8745452878398 0.165004985044865 0.00226016386976925 0.474125068003151
"6019" 6019 -79.369840115034 -5.49529482719418 -73.8745452878398 0.164977571025087 0.00226016386976925 0.474125068003151
"6020" 6020 -81.3926615642349 -5.5296301611908 -75.8630314030441 0.165116279069767 0.00230511889881273 0.47918238809917
"6021" 6021 -81.3926615642349 -5.5296301611908 -75.8630314030441 0.165088855671815 0.00230511889881273 0.47918238809917
"6022" 6022 -81.0926746348488 -5.37128656586721 -75.7213880689816 0.165227499169711 0.00224035036540632 0.455741062180824
"6023" 6023 -81.0926746348488 -5.37128656586721 -75.7213880689816 0.165200066412087 0.00224035036540632 0.455741062180824
"6024" 6024 -79.563407542071 -5.519773893555 -74.043633648516 0.165338645418327 0.00223971808092068 0.477731927115547
"6025" 6025 -79.563407542071 -5.519773893555 -74.043633648516 0.165311203319502 0.00223971808092068 0.477731927115547
"6026" 6026 -79.563407542071 -5.519773893555 -74.043633648516 0.165283770328576 0.00223971808092068 0.477731927115547
"6027" 6027 -79.563407542071 -5.519773893555 -74.043633648516 0.165256346441015 0.00223971808092068 0.477731927115547
"6028" 6028 -79.6037180939986 -5.45359655134292 -74.1501215426556 0.165394824153948 0.00225880315356013 0.467965368615877
"6029" 6029 -79.6037180939986 -5.45359655134292 -74.1501215426556 0.165367390943772 0.00225880315356013 0.467965368615877
"6030" 6030 -79.6037180939986 -5.45359655134292 -74.1501215426556 0.165339966832504 0.00225880315356013 0.467965368615877
"6031" 6031 -79.6037180939986 -5.45359655134292 -74.1501215426556 0.165312551815619 0.00225880315356013 0.467965368615877
"6032" 6032 -79.6037180939986 -5.45359655134292 -74.1501215426556 0.165285145888594 0.00225880315356013 0.467965368615877
"6033" 6033 -80.5724653501629 -5.40315889697719 -75.1693064531857 0.165423504060998 0.00223228040390247 0.460485667536818
"6034" 6034 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.165561816373881 0.00223266851022289 0.478813315796021
"6035" 6035 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.165534382767191 0.00223266851022289 0.478813315796021
"6036" 6036 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.165506958250497 0.00223266851022289 0.478813315796021
"6037" 6037 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.165479542819281 0.00223266851022289 0.478813315796021
"6038" 6038 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.165452136469029 0.00223266851022289 0.478813315796021
"6039" 6039 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.165424739195231 0.00223266851022289 0.478813315796021
"6040" 6040 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.165397350993377 0.00223266851022289 0.478813315796021
"6041" 6041 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.165369971858964 0.00223266851022289 0.478813315796021
"6042" 6042 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.165342601787488 0.00223266851022289 0.478813315796021
"6043" 6043 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.16531524077445 0.00223266851022289 0.478813315796021
"6044" 6044 -79.8364221293531 -5.52712156534244 -74.3093005640107 0.165287888815354 0.00223266851022289 0.478813315796021
"6045" 6045 -79.5246526851157 -5.52651182834801 -73.9981408567676 0.165425971877585 0.00226876723670407 0.478723599586892
"6046" 6046 -79.5246526851157 -5.52651182834801 -73.9981408567676 0.165398610651671 0.00226876723670407 0.478723599586892
"6047" 6047 -79.5246526851157 -5.52651182834801 -73.9981408567676 0.165371258475277 0.00226876723670407 0.478723599586892
"6048" 6048 -79.5246526851157 -5.52651182834801 -73.9981408567676 0.165343915343915 0.00226876723670407 0.478723599586892
"6049" 6049 -80.0463542110869 -5.53147211262693 -74.5148820984599 0.165481897834353 0.00222855156550403 0.479453340352179
"6050" 6050 -80.0463542110869 -5.53147211262693 -74.5148820984599 0.165454545454545 0.00222855156550403 0.479453340352179
"6051" 6051 -80.0463542110869 -5.53147211262693 -74.5148820984599 0.165427202115353 0.00222855156550403 0.479453340352179
"6052" 6052 -80.0463542110869 -5.53147211262693 -74.5148820984599 0.165399867812293 0.00222855156550403 0.479453340352179
"6053" 6053 -80.0463542110869 -5.53147211262693 -74.5148820984599 0.165372542540889 0.00222855156550403 0.479453340352179
"6054" 6054 -80.0463542110869 -5.53147211262693 -74.5148820984599 0.165345226296663 0.00222855156550403 0.479453340352179
"6055" 6055 -81.948445281306 -5.34488670800893 -76.6035585732971 0.165483071841453 0.00223449947620617 0.451799571150656
"6056" 6056 -81.948445281306 -5.34488670800893 -76.6035585732971 0.165455746367239 0.00223449947620617 0.451799571150656
"6057" 6057 -81.948445281306 -5.34488670800893 -76.6035585732971 0.1654284299158 0.00223449947620617 0.451799571150656
"6058" 6058 -81.948445281306 -5.34488670800893 -76.6035585732971 0.165401122482668 0.00223449947620617 0.451799571150656
"6059" 6059 -81.948445281306 -5.34488670800893 -76.6035585732971 0.165373824063377 0.00223449947620617 0.451799571150656
"6060" 6060 -81.948445281306 -5.34488670800893 -76.6035585732971 0.165346534653465 0.00223449947620617 0.451799571150656
"6061" 6061 -81.948445281306 -5.34488670800893 -76.6035585732971 0.165319254248474 0.00223449947620617 0.451799571150656
"6062" 6062 -82.2409502831075 -5.42260585890405 -76.8183444242035 0.165456944902672 0.00230509048731353 0.463373557672186
"6063" 6063 -82.2409502831075 -5.42260585890405 -76.8183444242035 0.165429655286162 0.00230509048731353 0.463373557672186
"6064" 6064 -80.8896074602298 -5.37983547306418 -75.5097719871656 0.1655672823219 0.00223981138035502 0.457015130863799
"6065" 6065 -80.8896074602298 -5.37983547306418 -75.5097719871656 0.165539983511954 0.00223981138035502 0.457015130863799
"6066" 6066 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165677546983185 0.00221911452552926 0.462228857768294
"6067" 6067 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165650238997857 0.00221911452552926 0.462228857768294
"6068" 6068 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165622940013184 0.00221911452552926 0.462228857768294
"6069" 6069 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165595650024716 0.00221911452552926 0.462228857768294
"6070" 6070 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165568369028007 0.00221911452552926 0.462228857768294
"6071" 6071 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165541097018613 0.00221911452552926 0.462228857768294
"6072" 6072 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165513833992095 0.00221911452552926 0.462228857768294
"6073" 6073 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165486579944015 0.00221911452552926 0.462228857768294
"6074" 6074 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165459334869937 0.00221911452552926 0.462228857768294
"6075" 6075 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165432098765432 0.00221911452552926 0.462228857768294
"6076" 6076 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.16540487162607 0.00221911452552926 0.462228857768294
"6077" 6077 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165377653447425 0.00221911452552926 0.462228857768294
"6078" 6078 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165350444225074 0.00221911452552926 0.462228857768294
"6079" 6079 -80.9305122208342 -5.41489333274609 -75.5156188880881 0.165323243954598 0.00221911452552926 0.462228857768294
